url,status,elapsed_s,purpose
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Bal%C3%A1zs%20Manner,200,1.55,search:Balázs Manner
https://www.transfermarkt.us/balazs-manner/profil/spieler/1072112,200,1.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Steffen%20Tigges,200,1.41,search:Steffen Tigges
https://www.transfermarkt.us/steffen-tigges/profil/spieler/296879,200,1.52,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Filip%20Benkovic,200,1.55,search:Filip Benkovic
https://www.transfermarkt.us/filip-benkovic/profil/spieler/293168,200,1.48,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Jo%C3%A3o%20Pinto,200,3.7,search:João Pinto
https://www.transfermarkt.us/joao-pinto/profil/spieler/106937,200,2.11,profile_verify
https://www.transfermarkt.us/joao-pinto/profil/spieler/3628,200,1.87,profile_verify
https://www.transfermarkt.us/joao-pinto/profil/spieler/927627,200,1.35,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ales%20Cermak,200,1.33,search:Ales Cermak
https://www.transfermarkt.us/ales-cermak/profil/spieler/147540,200,1.39,profile_verify
https://www.transfermarkt.us/ales-cermak/profil/spieler/991023,200,1.29,profile_verify
https://www.transfermarkt.us/ales-cermak/profil/spieler/1489363,200,1.36,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Yadaly%20Diaby,200,1.63,search:Yadaly Diaby
https://www.transfermarkt.us/yadaly-diaby/profil/spieler/806496,200,2.63,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Ciar%C3%A1n%20Kelly,200,1.45,search:Ciarán Kelly
https://www.transfermarkt.us/ciaran-kelly/profil/spieler/104861,200,1.5,profile_verify
https://www.transfermarkt.us/ciaran-kelly/profil/spieler/403437,200,1.48,profile_verify
https://www.transfermarkt.us/ciaran-kelly/profil/spieler/471212,200,1.34,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Pedro%20Ganchas,200,1.58,search:Pedro Ganchas
https://www.transfermarkt.us/pedro-ganchas/profil/spieler/487466,200,1.33,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Mariusz%20Fornalczyk,200,1.44,search:Mariusz Fornalczyk
https://www.transfermarkt.us/mariusz-fornalczyk/profil/spieler/697468,200,1.72,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Tobias%20Guddal,200,1.6,search:Tobias Guddal
https://www.transfermarkt.us/tobias-guddal/profil/spieler/890617,200,1.42,profile_verify
https://www.transfermarkt.us/schnellsuche/ergebnis/schnellsuche?query=Noah%20Soderberg,200,1.36,search:Noah Soderberg
https://www.transfermarkt.us/noah-soderberg/profil/spieler/625001,200,1.34,profile_verify
